number,name,type_1,type_2,abilities,hp,att,def,spa,spd,spe,bst,mean,standard_deviation,generation,experience_type,experience_to_level_100,final_evolution,catch_rate,legendary,mega_evolution,alolan_form,galarian_form,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,height,weight,bmi,bmi_clipped,atk_def_ratio,offensive_power,defensive_power
498,tepig,fire,none,"['blaze', 'thick fat']",65,63,45,45,45,45,308,51.333333333333336,8.975274678557506,5.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.5,9.9,39.6,39.6,1.4,108,90
499,pignite,fire,fighting,"['blaze', 'thick fat']",90,93,55,70,55,55,418,69.66666666666667,16.346933113652305,5.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,1.0,55.5,55.5,55.5,1.690909090909091,163,110
500,emboar,fire,fighting,"['blaze', 'reckless']",110,123,65,100,65,65,528,88.0,23.94437999475729,5.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,1.6,150.0,58.6,58.6,1.8923076923076922,223,130
501,oshawott,water,none,"['shell armor', 'torrent']",55,55,45,63,45,45,308,51.333333333333336,6.871842709362767,5.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,5.9,23.6,23.6,1.2222222222222223,118,90
502,dewott,water,none,"['shell armor', 'torrent']",75,75,60,83,60,60,413,68.83333333333333,9.227073690444271,5.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.8,24.5,38.3,38.3,1.25,158,120
503,samurott,water,none,"['shell armor', 'torrent']",95,100,85,108,70,70,528,88.0,14.433756729740644,5.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.5,94.6,42.0,42.0,1.1764705882352942,208,155
504,patrat,normal,none,"['analytic', 'keen eye', 'run away']",45,55,39,35,39,42,255,42.5,6.370504951205464,5.0,Medium Fast,1000000,0.0,255,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,11.6,46.4,46.4,1.4102564102564104,90,78
505,watchog,normal,none,"['analytic', 'illuminate', 'keen eye']",60,85,69,60,69,77,420,70.0,8.906926143924924,5.0,Medium Fast,1000000,1.0,255,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.1,27.0,22.3,22.3,1.2318840579710144,145,138
506,lillipup,normal,none,"['pickup', 'run away', 'vital spirit']",45,60,45,25,45,55,275,45.833333333333336,10.96078869830492,5.0,Medium Slow,1059860,0.0,255,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4,4.1,25.6,25.6,1.3333333333333333,85,90
507,herdier,normal,none,"['intimidate', 'sand rush', 'scrappy']",65,80,65,35,65,60,370,61.66666666666666,13.437096247164249,5.0,Medium Slow,1059860,0.0,120,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9,14.7,18.1,18.1,1.2307692307692308,115,130
508,stoutland,normal,none,"['intimidate', 'sand rush', 'scrappy']",85,110,90,45,90,80,500,83.33333333333333,19.507833184532707,5.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.2,61.0,42.4,42.4,1.2222222222222223,155,180
509,purrloin,dark,none,"['limber', 'prankster', 'unburden']",41,50,37,50,37,66,281,46.833333333333336,10.122856426040144,5.0,Medium Fast,1000000,0.0,255,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0.4,10.1,63.1,63.1,1.3513513513513513,100,74
510,liepard,dark,none,"['limber', 'prankster', 'unburden']",64,88,50,88,50,106,446,74.33333333333333,21.08448613449129,5.0,Medium Fast,1000000,1.0,90,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,1.1,37.5,31.0,31.0,1.76,176,100
511,pansage,grass,none,"['gluttony', 'overgrow']",50,53,48,53,48,64,316,52.66666666666666,5.467073155618908,5.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,10.5,29.2,29.2,1.1041666666666667,106,96
512,simisage,grass,none,"['gluttony', 'overgrow']",75,98,63,98,63,101,498,83.0,16.522711641858304,5.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,30.5,25.2,25.2,1.5555555555555556,196,126
513,pansear,fire,none,"['blaze', 'gluttony']",50,53,48,53,48,64,316,52.66666666666666,5.467073155618908,5.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.6,11.0,30.6,30.6,1.1041666666666667,106,96
514,simisear,fire,none,"['blaze', 'gluttony']",75,98,63,98,63,101,498,83.0,16.522711641858304,5.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1.0,28.0,28.0,28.0,1.5555555555555556,196,126
515,panpour,water,none,"['gluttony', 'torrent']",50,53,48,53,48,64,316,52.66666666666666,5.467073155618908,5.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6,13.5,37.5,37.5,1.1041666666666667,106,96
516,simipour,water,none,"['gluttony', 'torrent']",75,98,63,98,63,101,498,83.0,16.522711641858304,5.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,29.0,29.0,29.0,1.5555555555555556,196,126
517,munna,psychic,none,"['forewarn', 'synchronize', 'telepathy']",76,25,45,67,55,24,292,48.66666666666666,19.60158723731888,5.0,Fast,800000,0.0,190,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.6,23.3,64.7,64.7,0.5555555555555556,92,100
518,musharna,psychic,none,"['forewarn', 'synchronize', 'telepathy']",116,55,85,107,95,29,487,81.16666666666667,30.25677151022928,5.0,Fast,800000,1.0,75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.1,60.5,50.0,50.0,0.6470588235294118,162,180
519,pidove,normal,flying,"['big pecks', 'rivalry', 'super luck']",50,55,50,36,30,43,264,44.0,8.698658900466592,5.0,Medium Slow,1059860,0.0,255,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.3,2.1,23.3,23.3,1.1,91,80
520,tranquill,normal,flying,"['big pecks', 'rivalry', 'super luck']",62,77,62,50,42,65,358,59.66666666666666,11.14550233153366,5.0,Medium Slow,1059860,0.0,120,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.6,15.0,41.7,41.7,1.2419354838709677,127,104
521,unfezant,normal,flying,"['big pecks', 'rivalry', 'super luck']",80,115,80,65,55,93,488,81.33333333333333,19.29306150465037,5.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,1.2,29.0,20.1,20.1,1.4375,180,135
522,blitzle,electric,none,"['lightning rod', 'motor drive', 'sap sipper']",45,60,32,50,32,76,295,49.16666666666666,15.517910798672467,5.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.8,29.8,46.6,46.6,1.875,110,64
523,zebstrika,electric,none,"['lightning rod', 'motor drive', 'sap sipper']",75,100,63,80,63,116,497,82.83333333333333,19.368502494743595,5.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.6,79.5,31.1,31.1,1.5873015873015872,180,126
524,roggenrola,rock,none,"['sand force', 'sturdy', 'weak armor']",55,75,85,25,25,15,280,46.66666666666666,26.718699236469,5.0,Medium Slow,1059860,0.0,255,0.0,0.0,0.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.4,18.0,112.5,100.0,0.8823529411764706,100,110
525,boldore,rock,none,"['sand force', 'sturdy', 'weak armor']",70,105,105,50,40,20,390,65.0,31.88521078284832,5.0,Medium Slow,1059860,0.0,120,0.0,0.0,0.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,102.0,125.9,100.0,1.0,155,145
526,gigalith,rock,none,"['sand force', 'sand stream', 'sturdy']",85,135,130,60,80,25,515,85.83333333333333,38.233565823181536,5.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.7,260.0,90.0,90.0,1.0384615384615385,195,210
527,woobat,psychic,flying,"['klutz', 'simple', 'unaware']",65,45,43,55,43,72,323,53.833333333333336,11.31984491452462,5.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.4,2.1,13.1,13.1,1.0465116279069768,100,86
528,swoobat,psychic,flying,"['klutz', 'simple', 'unaware']",67,57,55,77,55,114,425,70.83333333333333,20.8519916448179,5.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.9,10.5,13.0,13.0,1.0363636363636364,134,110
529,drilbur,ground,none,"['mold breaker', 'sand force', 'sand rush']",60,85,40,30,45,68,328,54.66666666666666,18.454147380888543,5.0,Medium Fast,1000000,0.0,120,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.3,8.5,94.4,94.4,2.125,115,85
530,excadrill,ground,steel,"['mold breaker', 'sand force', 'sand rush']",110,135,60,50,65,88,508,84.66666666666667,29.953667926019047,5.0,Medium Fast,1000000,1.0,60,0.0,0.0,0.0,0.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,0.7,40.4,82.4,82.4,2.25,185,125
531,audino,normal,none,"['healer', 'klutz', 'regenerator']",103,60,86,60,86,50,445,74.16666666666667,18.69417615788998,5.0,Fast,800000,1.0,255,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.1,31.0,25.6,25.6,0.6976744186046512,120,172
531,mega_audino,normal,fairy,['healer'],103,60,126,80,126,50,545,90.83333333333331,29.87985200022844,6.0,Fast,800000,1.0,255,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0,1.5,32.0,14.2,14.2,0.47619047619047616,140,252
532,timburr,fighting,none,"['guts', 'iron fist', 'sheer force']",75,80,55,25,35,35,305,50.833333333333336,20.899893673307417,5.0,Medium Slow,1059860,0.0,180,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.6,12.5,34.7,34.7,1.4545454545454546,105,90
533,gurdurr,fighting,none,"['guts', 'iron fist', 'sheer force']",85,105,85,40,50,40,405,67.5,25.2899848424892,5.0,Medium Slow,1059860,0.0,90,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.2,40.0,27.8,27.8,1.2352941176470589,145,135
534,conkeldurr,fighting,none,"['guts', 'iron fist', 'sheer force']",105,140,95,55,65,45,505,84.16666666666667,32.712977377317536,5.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.4,87.0,44.4,44.4,1.4736842105263157,195,160
535,tympole,water,none,"['hydration', 'swift swim', 'water absorb']",50,50,40,50,40,64,294,49.0,8.06225774829855,5.0,Medium Slow,1059860,0.0,255,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,4.5,18.0,18.0,1.25,100,80
536,palpitoad,water,ground,"['hydration', 'swift swim', 'water absorb']",75,65,55,65,55,69,384,64.0,7.187952884282608,5.0,Medium Slow,1059860,0.0,120,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.8,17.0,26.6,26.6,1.1818181818181819,130,110
537,seismitoad,water,ground,"['poison touch', 'swift swim', 'water absorb']",105,95,75,85,75,74,509,84.83333333333333,11.6963907063485,5.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.5,62.0,27.6,27.6,1.2666666666666666,180,150
538,throh,fighting,none,"['guts', 'inner focus', 'mold breaker']",120,100,85,30,85,45,465,77.5,30.92329219213245,5.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.3,55.5,32.8,32.8,1.1764705882352942,130,170
539,sawk,fighting,none,"['inner focus', 'mold breaker', 'sturdy']",75,125,75,30,75,85,465,77.5,27.651100038395096,5.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.4,51.0,26.0,26.0,1.6666666666666667,155,150
540,sewaddle,bug,grass,"['chlorophyll', 'overcoat', 'swarm']",45,53,70,40,60,42,310,51.66666666666666,10.656244908763853,5.0,Medium Slow,1059860,0.0,255,0.0,0.0,0.0,0.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3,2.5,27.8,27.8,0.7571428571428571,93,130
541,swadloon,bug,grass,"['chlorophyll', 'leaf guard', 'overcoat']",55,63,90,50,80,42,380,63.333333333333336,16.78954701261737,5.0,Medium Slow,1059860,0.0,120,0.0,0.0,0.0,0.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,7.3,29.2,29.2,0.7,113,170
542,leavanny,bug,grass,"['chlorophyll', 'overcoat', 'swarm']",75,103,80,70,80,92,500,83.33333333333333,11.04033010778613,5.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.2,20.5,14.2,14.2,1.2875,173,160
543,venipede,bug,poison,"['poison point', 'speed boost', 'swarm']",30,45,59,30,39,57,260,43.333333333333336,11.61416759345623,5.0,Medium Slow,1059860,0.0,255,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0.4,5.3,33.1,33.1,0.7627118644067796,75,98
544,whirlipede,bug,poison,"['poison point', 'speed boost', 'swarm']",40,55,99,40,79,47,360,60.0,21.8936824982307,5.0,Medium Slow,1059860,0.0,120,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,1.2,58.5,40.6,40.6,0.5555555555555556,95,178
545,scolipede,bug,poison,"['poison point', 'speed boost', 'swarm']",60,100,89,55,69,112,485,80.83333333333333,21.003306617980154,5.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,2.5,200.5,32.1,32.1,1.1235955056179776,155,158
546,cottonee,grass,fairy,"['chlorophyll', 'infiltrator', 'prankster']",40,27,60,37,50,66,280,46.66666666666666,13.461880337539114,5.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,0.3,0.6,6.7,6.7,0.45,64,110
547,whimsicott,grass,fairy,"['chlorophyll', 'infiltrator', 'prankster']",60,67,85,77,75,116,480,80.0,17.907168024751055,5.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,0.7,6.6,13.5,13.5,0.788235294117647,144,160
548,petilil,grass,none,"['chlorophyll', 'leaf guard', 'own tempo']",45,35,50,70,50,30,280,46.66666666666666,12.801909579781013,5.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,6.6,26.4,26.4,0.7,105,100
549,lilligant,grass,none,"['chlorophyll', 'leaf guard', 'own tempo']",70,60,75,110,75,90,480,80.0,16.072751268321593,5.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,16.3,13.5,13.5,0.8,170,150
550,basculin,water,none,"['adaptability', 'mold breaker', 'reckless']",70,92,65,80,55,98,460,76.66666666666667,15.007405579320572,5.0,Medium Fast,1000000,1.0,25,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,18.0,18.0,18.0,1.4153846153846155,172,120
551,sandile,ground,dark,"['anger point', 'intimidate', 'moxie']",50,72,35,35,35,65,292,48.66666666666666,15.129074290546956,5.0,Medium Slow,1059860,0.0,180,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,0.7,15.2,31.0,31.0,2.057142857142857,107,70
552,krokorok,ground,dark,"['anger point', 'intimidate', 'moxie']",60,82,45,45,45,74,351,58.5,14.952703211571254,5.0,Medium Slow,1059860,0.0,90,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,1.0,33.4,33.4,33.4,1.8222222222222222,127,90
553,krookodile,ground,dark,"['anger point', 'intimidate', 'moxie']",95,117,80,65,70,92,519,86.5,17.36615482291153,5.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,1.5,96.3,42.8,42.8,1.4625,182,150
554,darumaka,fire,none,"['hustle', 'inner focus']",70,90,45,15,45,50,315,52.5,23.22893310794392,5.0,Medium Slow,1059860,0.0,120,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.6,37.5,104.2,100.0,2.0,105,90
554,galarian_darumaka,ice,none,"['hustle', 'inner focus']",70,90,45,15,45,50,315,52.5,23.22893310794392,8.0,Medium Slow,1059860,0.0,120,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.7,40.0,81.6,81.6,2.0,105,90
555,darmanitan,fire,none,"['sheer force', 'zen mode']",105,140,55,30,55,95,480,80.0,36.96845502136472,5.0,Medium Slow,1059860,0.0,60,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1.3,92.9,55.0,55.0,2.5454545454545454,170,110
555,darmanitan_zen-mode,fire,psychic,['zen mode'],105,30,105,140,105,55,540,90.0,36.51483716701107,5.0,Medium Slow,1059860,0.0,60,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,1.3,92.9,55.0,55.0,0.2857142857142857,170,210
555,galarian_darmanitan,ice,none,"['gorilla tactics', 'zen mode']",105,140,55,30,55,95,480,80.0,36.96845502136472,8.0,Medium Slow,1059860,0.0,60,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.7,120.0,41.5,41.5,2.5454545454545454,170,110
555,galarian_darmanitan_zen-mode,ice,fire,"['gorilla tactics', 'zen mode']",105,160,55,30,55,135,540,90.0,46.9041575982343,8.0,Medium Slow,1059860,0.0,60,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.5,0.25,2.0,1.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,0.5,1.7,120.0,41.5,41.5,2.909090909090909,190,110
556,maractus,grass,none,"['chlorophyll', 'storm drain', 'water absorb']",75,86,67,106,67,60,461,76.83333333333333,15.355961564016614,5.0,Medium Fast,1000000,1.0,255,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,28.0,28.0,1.2835820895522387,192,134
557,dwebble,bug,rock,"['shell armor', 'sturdy', 'weak armor']",50,65,85,35,35,55,325,54.16666666666666,17.42045413363906,5.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.3,14.5,161.1,100.0,0.7647058823529411,100,120
558,crustle,bug,rock,"['shell armor', 'sturdy', 'weak armor']",70,105,125,65,75,45,485,80.83333333333333,26.523050771399248,5.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.4,200.0,102.0,100.0,0.84,170,200
559,scraggy,dark,fighting,"['intimidate', 'moxie', 'shed skin']",50,75,70,35,70,48,348,58.0,14.548768561863463,5.0,Medium Fast,1000000,0.0,180,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0,0.6,11.8,32.8,32.8,1.0714285714285714,110,140
560,scrafty,dark,fighting,"['intimidate', 'moxie', 'shed skin']",65,90,115,45,115,58,488,81.33333333333333,27.30486322169652,5.0,Medium Fast,1000000,1.0,90,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0,1.1,30.0,24.8,24.8,0.782608695652174,135,230
561,sigilyph,psychic,flying,"['magic guard', 'tinted lens', 'wonder skin']",72,58,80,103,80,97,490,81.66666666666667,14.996295838935987,5.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.4,14.0,7.1,7.1,0.725,161,160
562,yamask,ghost,none,['mummy'],38,30,85,55,65,30,303,50.5,20.072784228070272,5.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.5,6.0,6.0,0.35294117647058826,85,150
